"year","site","habitat","project","plot","subplot","uniqueID","species","unitAbund","scaleAbund","abundance"
"1982","cdr","0","1","C","18","cdr_0_1_C_18","Panicum oligosanthes","biomass_g_m2","m2",3.467
"1982","cdr","0","1","C","18","cdr_0_1_C_18","Panicum perlongum","biomass_g_m2","m2",0.697
"1982","cdr","0","1","C","18","cdr_0_1_C_18","Poa pratensis","biomass_g_m2","m2",63.067
"1982","cdr","0","1","C","18","cdr_0_1_C_18","Rosa arkansana","biomass_g_m2","m2",2.4
"1982","cdr","0","1","C","18","cdr_0_1_C_18","Schizachyrium scoparium","biomass_g_m2","m2",113.6
"1982","cdr","0","1","C","18","cdr_0_1_C_18","Setaria lutescens (glauca)","biomass_g_m2","m2",0.003
"1982","cdr","0","1","C","18","cdr_0_1_C_18","Viola pedatifida","biomass_g_m2","m2",0.953
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Ambrosia coronopifolia","biomass_g_m2","m2",4.133
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Anemone cylindrica","biomass_g_m2","m2",0.337
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Artemisia ludoviciana","biomass_g_m2","m2",10.067
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Eragrostis spectabilis","biomass_g_m2","m2",0.627
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Poa pratensis","biomass_g_m2","m2",7.2
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Polygala polygama","biomass_g_m2","m2",4.167
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Polygonum tenue","biomass_g_m2","m2",0.323
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Schizachyrium scoparium","biomass_g_m2","m2",70
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Solidago nemoralis","biomass_g_m2","m2",2.067
"1982","cdr","0","1","C","26","cdr_0_1_C_26","Solidago rigida","biomass_g_m2","m2",5.767
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Ambrosia coronopifolia","biomass_g_m2","m2",4.7
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Anemone cylindrica","biomass_g_m2","m2",1.08
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Artemisia (caudata) campestris","biomass_g_m2","m2",0.013
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Artemisia ludoviciana","biomass_g_m2","m2",11
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Carex sp.","biomass_g_m2","m2",14.267
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Lithospermum canescens","biomass_g_m2","m2",0.85
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Panicum oligosanthes","biomass_g_m2","m2",0.433
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Panicum perlongum","biomass_g_m2","m2",0.77
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Penstemon grandiflorus","biomass_g_m2","m2",1.373
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Physalis virginiana","biomass_g_m2","m2",0.03
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Poa pratensis","biomass_g_m2","m2",27.3
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Schizachyrium scoparium","biomass_g_m2","m2",46.533
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Solidago nemoralis","biomass_g_m2","m2",1.587
"1982","cdr","0","1","C","28","cdr_0_1_C_28","Sorghastrum nutans","biomass_g_m2","m2",1.267
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Anemone cylindrica","biomass_g_m2","m2",0.27
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Artemisia (caudata) campestris","biomass_g_m2","m2",9
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Artemisia ludoviciana","biomass_g_m2","m2",10
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Asclepias verticillata","biomass_g_m2","m2",0.027
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Carex sp.","biomass_g_m2","m2",7
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Panicum oligosanthes","biomass_g_m2","m2",0.63
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Panicum perlongum","biomass_g_m2","m2",0.107
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Penstemon grandiflorus","biomass_g_m2","m2",0.977
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Physalis virginiana","biomass_g_m2","m2",0.327
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Poa pratensis","biomass_g_m2","m2",20.1
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Polygonum convolvulus","biomass_g_m2","m2",0.187
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Polygonum tenue","biomass_g_m2","m2",0.333
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Schizachyrium scoparium","biomass_g_m2","m2",3.167
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Solidago nemoralis","biomass_g_m2","m2",0.293
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Stipa spartea","biomass_g_m2","m2",58.733
"1982","cdr","0","1","C","30","cdr_0_1_C_30","Tradescantia occidentalis","biomass_g_m2","m2",0.02
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Ambrosia coronopifolia","biomass_g_m2","m2",3.833
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Anemone cylindrica","biomass_g_m2","m2",1.33
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Artemisia (caudata) campestris","biomass_g_m2","m2",2
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Artemisia ludoviciana","biomass_g_m2","m2",19.833
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Cyperus sp.","biomass_g_m2","m2",0.037
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Penstemon grandiflorus","biomass_g_m2","m2",0.133
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Physalis virginiana","biomass_g_m2","m2",3.533
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Poa pratensis","biomass_g_m2","m2",11.967
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Schizachyrium scoparium","biomass_g_m2","m2",176.17
"1982","cdr","0","1","C","33","cdr_0_1_C_33","Solidago nemoralis","biomass_g_m2","m2",5.867
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Ambrosia coronopifolia","biomass_g_m2","m2",30.9
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Artemisia ludoviciana","biomass_g_m2","m2",31.667
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Hedeoma hispida","biomass_g_m2","m2",1.533
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Panicum oligosanthes","biomass_g_m2","m2",2.867
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Physalis virginiana","biomass_g_m2","m2",0.257
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Poa pratensis","biomass_g_m2","m2",5.867
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Polygonum convolvulus","biomass_g_m2","m2",0.413
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Schizachyrium scoparium","biomass_g_m2","m2",126.77
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Setaria lutescens (glauca)","biomass_g_m2","m2",0.527
"1982","cdr","0","1","C","39","cdr_0_1_C_39","Viola pedatifida","biomass_g_m2","m2",0.127
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Agropyron repens","biomass_g_m2","m2",1.083
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Ambrosia coronopifolia","biomass_g_m2","m2",6.367
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Anemone cylindrica","biomass_g_m2","m2",0.657
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Artemisia (caudata) campestris","biomass_g_m2","m2",2.633
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Artemisia ludoviciana","biomass_g_m2","m2",20.2
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Panicum oligosanthes","biomass_g_m2","m2",0.207
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Panicum perlongum","biomass_g_m2","m2",13.067
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Poa pratensis","biomass_g_m2","m2",15.367
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Polygonum convolvulus","biomass_g_m2","m2",0.077
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Rumex acetosella","biomass_g_m2","m2",0.527
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Schizachyrium scoparium","biomass_g_m2","m2",41.533
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Solidago nemoralis","biomass_g_m2","m2",44.067
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Tragopogon dubius (major)","biomass_g_m2","m2",0.277
"1982","cdr","0","1","C","41","cdr_0_1_C_41","Viola pedatifida","biomass_g_m2","m2",0.783
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Ambrosia coronopifolia","biomass_g_m2","m2",0.25
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Anemone cylindrica","biomass_g_m2","m2",0.407
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Artemisia (caudata) campestris","biomass_g_m2","m2",0.953
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Artemisia ludoviciana","biomass_g_m2","m2",16.833
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Aster azureus","biomass_g_m2","m2",1.113
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Carex sp.","biomass_g_m2","m2",0.16
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Helianthemum bicknellii","biomass_g_m2","m2",7.3
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Liatris aspera","biomass_g_m2","m2",0.54
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Panicum oligosanthes","biomass_g_m2","m2",0.193
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Penstemon grandiflorus","biomass_g_m2","m2",0.703
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Poa pratensis","biomass_g_m2","m2",3.067
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Schizachyrium scoparium","biomass_g_m2","m2",82.767
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Solidago nemoralis","biomass_g_m2","m2",22.8
"1982","cdr","0","1","C","43","cdr_0_1_C_43","Solidago rigida","biomass_g_m2","m2",7.933
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Ambrosia coronopifolia","biomass_g_m2","m2",8.867
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Anemone cylindrica","biomass_g_m2","m2",0.057
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Artemisia ludoviciana","biomass_g_m2","m2",41.2
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Equisetum laevigatum","biomass_g_m2","m2",5.5
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Poa pratensis","biomass_g_m2","m2",18.033
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Rosa arkansana","biomass_g_m2","m2",4.833
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Rumex acetosella","biomass_g_m2","m2",2.067
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Schizachyrium scoparium","biomass_g_m2","m2",214.1
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Solidago nemoralis","biomass_g_m2","m2",21.133
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Solidago rigida","biomass_g_m2","m2",0.313
"1982","cdr","0","1","C","47","cdr_0_1_C_47","Sorghastrum nutans","biomass_g_m2","m2",23.833
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Ambrosia coronopifolia","biomass_g_m2","m2",4
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Artemisia (caudata) campestris","biomass_g_m2","m2",1.017
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Artemisia ludoviciana","biomass_g_m2","m2",43.2
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Erigeron canadensis","biomass_g_m2","m2",1.04
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Panicum oligosanthes","biomass_g_m2","m2",3.233
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Panicum perlongum","biomass_g_m2","m2",1.567
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Physalis virginiana","biomass_g_m2","m2",0.95
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Poa pratensis","biomass_g_m2","m2",19.367
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Polygonum tenue","biomass_g_m2","m2",0.773
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Rumex acetosella","biomass_g_m2","m2",3.033
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Schizachyrium scoparium","biomass_g_m2","m2",48.833
"1982","cdr","0","1","C","53","cdr_0_1_C_53","Solidago nemoralis","biomass_g_m2","m2",32.167
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Artemisia ludoviciana","biomass_g_m2","m2",32.8
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Asclepias verticillata","biomass_g_m2","m2",0.067
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Aster azureus","biomass_g_m2","m2",0.867
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Equisetum laevigatum","biomass_g_m2","m2",4.533
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Erigeron strigosus","biomass_g_m2","m2",0.597
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Euphorbia corollata","biomass_g_m2","m2",0.617
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Hedeoma hispida","biomass_g_m2","m2",0.06
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Panicum oligosanthes","biomass_g_m2","m2",2.373
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Panicum praecocious","biomass_g_m2","m2",0.61
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Physalis virginiana","biomass_g_m2","m2",1.933
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Poa pratensis","biomass_g_m2","m2",31.333
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Polygonum tenue","biomass_g_m2","m2",0.143
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Schizachyrium scoparium","biomass_g_m2","m2",129.3
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Solidago rigida","biomass_g_m2","m2",26.6
"1982","cdr","0","1","C","54","cdr_0_1_C_54","Viola pedatifida","biomass_g_m2","m2",0.41
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Ambrosia coronopifolia","biomass_g_m2","m2",8
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Anemone cylindrica","biomass_g_m2","m2",0.867
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Artemisia ludoviciana","biomass_g_m2","m2",8.333
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Aster azureus","biomass_g_m2","m2",5.933
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Lithospermum caroliniense","biomass_g_m2","m2",0.933
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Poa pratensis","biomass_g_m2","m2",40
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Polygonum convolvulus","biomass_g_m2","m2",0.1
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Rosa arkansana","biomass_g_m2","m2",3.833
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Schizachyrium scoparium","biomass_g_m2","m2",128.23
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Solidago nemoralis","biomass_g_m2","m2",0.367
"1983","cdr","0","1","C","8","cdr_0_1_C_8","Viola pedatifida","biomass_g_m2","m2",0.233
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Agropyron repens","biomass_g_m2","m2",3.433
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Artemisia (caudata) campestris","biomass_g_m2","m2",1.833
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Artemisia ludoviciana","biomass_g_m2","m2",31.067
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Euphorbia corollata","biomass_g_m2","m2",0.5
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Panicum oligosanthes","biomass_g_m2","m2",0.633
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Penstemon grandiflorus","biomass_g_m2","m2",1.967
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Physalis virginiana","biomass_g_m2","m2",0.133
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Poa pratensis","biomass_g_m2","m2",51.6
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Rosa arkansana","biomass_g_m2","m2",0.3
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Schizachyrium scoparium","biomass_g_m2","m2",66.633
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Solidago nemoralis","biomass_g_m2","m2",0.067
"1983","cdr","0","1","C","18","cdr_0_1_C_18","Sorghastrum nutans","biomass_g_m2","m2",3.067
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Ambrosia coronopifolia","biomass_g_m2","m2",1.467
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Artemisia (caudata) campestris","biomass_g_m2","m2",0.333
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Artemisia ludoviciana","biomass_g_m2","m2",13.8
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Aster azureus","biomass_g_m2","m2",0.1
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Carex sp.","biomass_g_m2","m2",32.267
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Lithospermum caroliniense","biomass_g_m2","m2",0.267
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Panicum oligosanthes","biomass_g_m2","m2",2.133
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Panicum perlongum","biomass_g_m2","m2",1.1
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Poa pratensis","biomass_g_m2","m2",16.867
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Rosa arkansana","biomass_g_m2","m2",0.767
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Schizachyrium scoparium","biomass_g_m2","m2",61.5
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Solidago nemoralis","biomass_g_m2","m2",21.867
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Solidago rigida","biomass_g_m2","m2",6.967
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Sorghastrum nutans","biomass_g_m2","m2",7.6
"1983","cdr","0","1","C","26","cdr_0_1_C_26","Tragopogon dubius (major)","biomass_g_m2","m2",0.04
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Ambrosia coronopifolia","biomass_g_m2","m2",1.767
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Artemisia (caudata) campestris","biomass_g_m2","m2",2
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Artemisia ludoviciana","biomass_g_m2","m2",29.433
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Cyperus sp.","biomass_g_m2","m2",2.4
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Lithospermum caroliniense","biomass_g_m2","m2",0.8
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Oxybaphus hirsutus","biomass_g_m2","m2",0.067
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Panicum oligosanthes","biomass_g_m2","m2",1.5
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Physalis virginiana","biomass_g_m2","m2",0.433
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Poa pratensis","biomass_g_m2","m2",20
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Schizachyrium scoparium","biomass_g_m2","m2",39.767
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Solidago nemoralis","biomass_g_m2","m2",4.333
"1983","cdr","0","1","C","28","cdr_0_1_C_28","Viola pedatifida","biomass_g_m2","m2",0.333
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Ambrosia coronopifolia","biomass_g_m2","m2",1.1
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Anemone cylindrica","biomass_g_m2","m2",0.667
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Artemisia ludoviciana","biomass_g_m2","m2",4.1
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Carex sp.","biomass_g_m2","m2",35.067
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Equisetum laevigatum","biomass_g_m2","m2",5.933
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Liatris aspera","biomass_g_m2","m2",0.01
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Oxybaphus hirsutus","biomass_g_m2","m2",0.3
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Panicum oligosanthes","biomass_g_m2","m2",0.2
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Physalis virginiana","biomass_g_m2","m2",0.097
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Poa pratensis","biomass_g_m2","m2",13.167
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Polygonum convolvulus","biomass_g_m2","m2",0.037
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Polygonum tenue","biomass_g_m2","m2",0.303
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Schizachyrium scoparium","biomass_g_m2","m2",82.467
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Solidago nemoralis","biomass_g_m2","m2",1
"1983","cdr","0","1","C","30","cdr_0_1_C_30","Stipa spartea","biomass_g_m2","m2",20.3
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Ambrosia coronopifolia","biomass_g_m2","m2",2.633
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Anemone cylindrica","biomass_g_m2","m2",1
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Artemisia ludoviciana","biomass_g_m2","m2",7.067
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Helianthemum bicknellii","biomass_g_m2","m2",3.5
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Poa pratensis","biomass_g_m2","m2",20.367
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Polygonum tenue","biomass_g_m2","m2",0.01
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Schizachyrium scoparium","biomass_g_m2","m2",85.7
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Solidago nemoralis","biomass_g_m2","m2",16.333
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Tragopogon dubius (major)","biomass_g_m2","m2",0.03
"1983","cdr","0","1","C","33","cdr_0_1_C_33","Viola pedatifida","biomass_g_m2","m2",0.123
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Agrostis scabra","biomass_g_m2","m2",0.023
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Ambrosia coronopifolia","biomass_g_m2","m2",0.267
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Anemone cylindrica","biomass_g_m2","m2",1.5
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Artemisia (caudata) campestris","biomass_g_m2","m2",0.07
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Artemisia ludoviciana","biomass_g_m2","m2",72.633
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Aster azureus","biomass_g_m2","m2",1.033
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Erigeron canadensis","biomass_g_m2","m2",0.067
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Hedeoma hispida","biomass_g_m2","m2",0.133
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Penstemon grandiflorus","biomass_g_m2","m2",2.733
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Physalis virginiana","biomass_g_m2","m2",0.167
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Poa pratensis","biomass_g_m2","m2",23.933
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Polygala polygama","biomass_g_m2","m2",0.03
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Polygonum convolvulus","biomass_g_m2","m2",0.057
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Schizachyrium scoparium","biomass_g_m2","m2",156.13
"1983","cdr","0","1","C","39","cdr_0_1_C_39","Solidago nemoralis","biomass_g_m2","m2",64.633
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Agrostis scabra","biomass_g_m2","m2",0.4
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Ambrosia coronopifolia","biomass_g_m2","m2",4.067
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Anemone cylindrica","biomass_g_m2","m2",2.633
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Artemisia (caudata) campestris","biomass_g_m2","m2",0.01
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Artemisia ludoviciana","biomass_g_m2","m2",17
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Cyperus sp.","biomass_g_m2","m2",0.7
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Equisetum laevigatum","biomass_g_m2","m2",2.433
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Erigeron canadensis","biomass_g_m2","m2",0.027
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Hedeoma hispida","biomass_g_m2","m2",0.233
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Panicum oligosanthes","biomass_g_m2","m2",1.333
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Poa pratensis","biomass_g_m2","m2",27.867
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Polygala polygama","biomass_g_m2","m2",3.3
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Rumex acetosella","biomass_g_m2","m2",0.1
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Schizachyrium scoparium","biomass_g_m2","m2",154.23
"1983","cdr","0","1","C","41","cdr_0_1_C_41","Solidago nemoralis","biomass_g_m2","m2",38.967
